grouped_day	n	ratio	wilcoxon_p	psymb
0	31	0.45702712376362953	0.05775434581823364	
6	31	3.205518409826642	1.8100740235428407e-6	***
13	30	5.716272715982944	3.5584862504878446e-6	***
20	20	1.5566177307385909	0.05067079463364293	
27	8	1.6030822913637686	0.6428571428571428	
34	8	1.2469931684787838	0.2857142857142857	
41	8	0.743366811572478	0.6428571428571428	
