sex	mean	mean_overall_cv	mean_between_cv	mean_within_cv
F	86.48478260869565	0.45872744978356383	0.2335043216553636	0.3691915980142421
M	167.1910447761194	0.9658439035429975	0.6180702993750207	0.4809063546134845
