gene	base_mean	l2fc	lfc_se	stat	pvalue	padj
Mturn	77.02889046143257	-0.19115800909344163	0.15097954669920818	-1.266118578791866	0.20547063198586785	0.653021522823812
Nde1	23.98616407919433	0.32536540496923483	0.2573178923692943	1.2644492070620603	0.2060688406783858	0.653021522823812
Prkag2	35.34665388174034	-0.26577396886021654	0.2101164152362358	-1.2648891261608686	0.20591107585803312	0.653021522823812
Snca	798.1143600203326	-0.12555468125538388	0.09916104336141653	-1.2661694250005957	0.20545243139802824	0.653021522823812
Stx16	31.037632372738212	0.26490005427594576	0.2093224992703205	1.2655116158051027	0.2056879871112078	0.653021522823812
Ttl	39.81462259371288	-0.24602273395323176	0.1945278630015368	-1.264717198642583	0.2059727224600623	0.653021522823812
Borcs5	61.46449695728992	0.19535911027058597	0.15462199255909667	1.2634626357949663	0.20642296638415827	0.653191554467354
Ppp1r10	25.463181735237075	0.2872642989251247	0.2276478144617659	1.2618803286309237	0.20699185141826415	0.6543380133406704
Snx12	42.85639000317376	0.227462141304633	0.18023364056676605	1.262040430351134	0.2069342385463867	0.6543380133406704
Carhsp1	49.59919766366084	0.28997543487817073	0.23014214793431056	1.2599840467333188	0.20767511731897925	0.655824129576979
Pabpc4	33.12945552749282	-0.27364945693609166	0.21719204119269092	-1.2599423783365626	0.20769014957011697	0.655824129576979
Wbp11	86.3763615882258	0.16455017280124756	0.13065380098748294	1.2594365533767518	0.20787269344576337	0.655824129576979
Wsb2	445.8130648803024	-0.163597440971618	0.12989828872425974	-1.2594272224701342	0.20787606190853572	0.655824129576979
Ebag9	23.314345498248453	0.30548622932715963	0.2426375224426557	1.259023032595288	0.20802201268906836	0.6559579145770275
Acp2	29.514885130225373	0.26861862622895866	0.21354632518692848	1.2578939300117782	0.20843011921205473	0.656365083921022
Polr1c	45.867387129197894	0.2173864853366625	0.1728299152374713	1.2578058899003088	0.20846196509062292	0.656365083921022
S100a10	90.42347402385444	-0.17294147072223767	0.13745137191741183	-1.258201124584993	0.20831902837761207	0.656365083921022
Aar2	40.58129189415353	0.2285619898657396	0.181827721010633	1.257024993743246	0.20874458531835585	0.6566358721418493
Prdx2	320.1463130594771	-0.09679590959568864	0.07700577370022116	-1.2569954815662174	0.2087552717432809	0.6566358721418493
Cd9	80.96209737211898	-0.28221519409217727	0.2247608368938156	-1.2556244138986945	0.20925217551294195	0.6570510580564747
Ift22	61.39280171674964	0.2132316962230573	0.16983986989506078	1.2554866908153373	0.20930213656795044	0.6570510580564747
Spock3	40.32250386033212	0.26319365358907504	0.20960633821408187	1.2556569416343777	0.20924037686406952	0.6570510580564747
Tomm34	92.2766855548367	-0.16538901490524416	0.13165748384225784	-1.2562067121334397	0.2090410338171528	0.6570510580564747
Cnn3	46.07930547654132	-0.2948784962992261	0.2352230869999102	-1.2536120499912435	0.2099830492172031	0.6572585701476715
Iglon5	21.80847662419417	-0.33324573520594963	0.2660790726204881	-1.2524312112334448	0.21041277932430735	0.6572585701476715
Inpp4a	60.465702504006785	0.19093716206364905	0.15249139633293005	1.2521176056830212	0.21052701333159715	0.6572585701476715
Myl12a	23.35483627731117	-0.33724667680151166	0.2692454908552063	-1.2525620233427597	0.2103651429434421	0.6572585701476715
Pdxp	289.79056921151124	-0.10519116740782104	0.08387809778174228	-1.2540957674259272	0.20980719861835972	0.6572585701476715
Pop5	134.4720074089836	0.14617260339813848	0.11648198815778224	1.254894475188202	0.2095170698705495	0.6572585701476715
Psmb5	282.3031610183304	0.10444394034350524	0.08333544212935062	1.2532955687856155	0.21009816049361849	0.6572585701476715
Rpl13a	1685.192424701257	-0.20760159633862035	0.16564299838486865	-1.253307404254188	0.21009385484766635	0.6572585701476715
Taok2	75.267712507792	-0.18426412444924045	0.14716815697491506	-1.2520651765765365	0.21054611554333091	0.6572585701476715
Ube2g2	77.35091061730161	0.174028868198732	0.13901391082760553	1.2518809604209276	0.21061324347273452	0.6572585701476715
Urgcp	65.74395619498743	0.18143670078460547	0.144712806801526	1.2537708637871032	0.20992530230185164	0.6572585701476715
Wnk2	69.52938681004781	0.17599090146212126	0.1404951068349124	1.2526479065845182	0.21033387204920825	0.6572585701476715
Acadm	35.61288668395456	-0.26262623537265123	0.2105021561546898	-1.2476177924736194	0.212171059494622	0.6573301062568324
Gaa	149.90910335474138	0.15861730687039743	0.12689884542002164	1.2499507489243975	0.2113175392153486	0.6573301062568324
Hspa12a	89.22574975226587	0.19375399427881385	0.1550831082306332	1.2493558872360937	0.21153493527938907	0.6573301062568324
Igfbp6	187.09542401967516	0.23231644468428103	0.18608267935136083	1.2484581880166383	0.2118633112944297	0.6573301062568324
Kif3a	70.93551844696609	0.2004706014643197	0.1605750486670427	1.2484542469608813	0.21186475373400537	0.6573301062568324
Mlf2	408.1490382338488	0.08695838905272865	0.06969596037442179	1.2476819113413369	0.21214756814529223	0.6573301062568324
Naa60	76.26497076311463	-0.176711164976681	0.14133262011211056	-1.250321156124515	0.21118225313607647	0.6573301062568324
Phf20	23.80362490768574	0.2953624088329063	0.23622231778795447	1.250357762969878	0.21116888639623535	0.6573301062568324
Pkn1	30.204330634977484	-0.28080209050395305	0.22469246388374953	-1.2497174388956511	0.21140278461759088	0.6573301062568324
Ppp4r2	30.155934447018936	0.26894050826672444	0.2153986299240691	1.2485711184027937	0.21182198141111888	0.6573301062568324
Rcc2	83.91014849381304	-0.16674373474736068	0.1334664906091983	-1.2493303299297882	0.21154427898371816	0.6573301062568324
Rpl36a	593.3749245631216	-0.16673681603316368	0.13334386343701923	-1.250427366775049	0.21114347272918488	0.6573301062568324
Sf3a3	32.850459275755874	0.2534338942809373	0.20305476549415044	1.2481061139549476	0.21199219958208376	0.6573301062568324
Tgoln1	58.094665600251766	0.19327187980178157	0.15491911185990098	1.2475664072781698	0.21218988694117616	0.6573301062568324
Trappc3	134.23969943873442	0.13238177054976252	0.10611263097720756	1.2475590260145133	0.21219259152252917	0.6573301062568324
Yif1a	33.707814248864366	-0.2663316505351775	0.21354421928906597	-1.2471967231042456	0.21232537416179165	0.657419963497043
Galnt9	51.17792043817251	0.2990422252298673	0.23994298048836257	1.2463053706393843	0.2126523069182394	0.658110583452392
Gnl1	269.5954119887713	-0.1304887511141798	0.10482443825041264	-1.244831389436672	0.21319373525884444	0.658850401224396
Taf15	51.67247763439373	-0.215432341716835	0.1730651048522608	-1.2448051957137258	0.21320336582636332	0.658850401224396
Thumpd3	24.962247560330187	0.28928879977104993	0.23234543379851708	1.245080632924822	0.2131021123628595	0.658850401224396
Fah	21.453355837691056	-0.33292267587629687	0.2676351370904715	-1.2439423294548786	0.2135207888490076	0.6591882053403816
Pgrmc1	159.98144887263746	-0.14692046295782107	0.1180891995606791	-1.2441481820894829	0.21344503078487556	0.6591882053403816
Nop58	24.00204709626587	0.30578758393435923	0.2459043060787056	1.243522689010932	0.21367528537844424	0.6593438542973425
Pomp	231.28609781157277	0.22227442275036016	0.17890841450642808	1.2423922226552064	0.21409188373695567	0.6593447172939301
Rgs19	23.041617332354686	-0.3219750839016178	0.25903228697663017	-1.2429920905213885	0.213870748119838	0.6593447172939301
Son	51.0277154983144	-0.22040906423187073	0.17735416497477527	-1.2427622675972627	0.2139554506882418	0.6593447172939301
Tomm40	134.87668505194054	0.1440713387458592	0.11594408550881974	1.242593256168292	0.21401775626757824	0.6593447172939301
Gipc1	114.37694191153244	-0.14624133781302032	0.11777095425063784	-1.241743677322953	0.214331149320987	0.6597608508009974
Chst2	31.344413383568217	-0.29859195417095313	0.2408032938758129	-1.2399828480956867	0.21498173826973188	0.6614190021235244
Dhrs4	31.426656787419653	-0.29647452864572293	0.2391461836082573	-1.2397209278964476	0.21507863368184063	0.6614190021235244
Gpam	34.79245279198338	-0.2796922094944214	0.2256896280843347	-1.2392780823313123	0.21524253265783472	0.6616018653019811
G3bp2	119.6458208791952	0.15829129537446152	0.12792976536815331	1.2373296778817229	0.21596471421220453	0.6627395996465647
Kank3	22.07994313878484	-0.3238136301697835	0.26163973078506936	-1.2376317205271414	0.2158526471315608	0.6627395996465647
mt-Nd1	1942.707530274971	-0.29622217282277724	0.2394390374557966	-1.2371507001128148	0.21603114021628353	0.6627395996465647
Vps41	85.10014623438907	0.16242229468399	0.13122533460791574	1.237735801316771	0.21581403967154325	0.6627395996465647
Cenpv	33.19080013902166	-0.2637915619861292	0.21364638918461004	-1.234711070909741	0.2169380541387826	0.6639142864585448
Dusp3	109.76479637426608	-0.16316461760839757	0.1321227524265399	-1.2349471579402411	0.21685017102421683	0.6639142864585448
Gapvd1	36.86923139555346	0.23936481631927317	0.19381052571067928	1.2350454932287704	0.21681357338865137	0.6639142864585448
Kcnc2	25.95697863022907	0.29771184407333584	0.24107066232738436	1.2349567599769993	0.21684659721971491	0.6639142864585448
Tapbp	30.913333271318756	-0.28107246148721465	0.22760299819301277	-1.2349242484444714	0.21685869793416496	0.6639142864585448
Bcl2l13	27.377912331976763	0.28036258088626725	0.22757872154330683	1.2319367073732157	0.21797272800441927	0.6648729503477123
Cask	22.43520844047323	0.3037663721031278	0.24635599750140377	1.2330382665085995	0.21756148766053104	0.6648729503477123
Cst3	5153.986448932086	-0.22888302613142947	0.18576257049333392	-1.232126717043049	0.2179017526608598	0.6648729503477123
Msrb2	50.46443030246739	-0.2120661744866288	0.17208777837762546	-1.2323139765409468	0.21783182085950495	0.6648729503477123
Paics	73.58661990087236	0.17399163590175817	0.14123829657882328	1.2319012627333386	0.21798596967201236	0.6648729503477123
Pmm1	385.9999458306688	-0.10579777120746468	0.08583979099834464	-1.2325026654538909	0.2177613715660681	0.6648729503477123
Tnip1	35.219620715233965	0.24190932066340257	0.19628996596206583	1.2324079811097062	0.21779672106621095	0.6648729503477123
Fkrp	56.65260438831197	0.1971165028616928	0.16015294011986037	1.2308016494368974	0.21839705849992433	0.6658062394595864
Tnk2	201.985063883915	-0.16329410035813718	0.13270621799523558	-1.2304932114333915	0.2185124675716866	0.665837653711705
Rpl41	1926.2935771519917	-0.214333392247454	0.1742256625912956	-1.2302056371009158	0.2186201094925322	0.6658453815553805
Prpsap1	41.02301570662421	-0.235009568721576	0.19111101595187252	-1.229701843983491	0.2188087760580372	0.6660997579662017
Stk11	87.38826962453454	-0.16646744958492604	0.13549712292335905	-1.2285681495915208	0.2192337633243653	0.6670729542074229
Cd151	36.11076147578751	-0.26107368630926636	0.21267754194371405	-1.2275564402486867	0.21961352229621867	0.6679076638245536
Oaz2	270.1127648464639	-0.09986046005043056	0.08142886901399578	-1.2263520451606271	0.2200662238285586	0.6689633051602296
Evi5l	70.41900682891111	-0.17775954090649349	0.14505572712727105	-1.2254568945804414	0.22040312166541415	0.6691297707315486
Gpr37	24.368727026353167	-0.3248543244285839	0.2649992749145473	-1.2258687293893078	0.22024807807495383	0.6691297707315486
Slc6a11	96.8372298657588	-0.20279469752058987	0.16549742709679785	-1.2253646541705885	0.22043785817154568	0.6691297707315486
Akap8l	79.75485041546162	-0.18787882487324664	0.1535792057146229	-1.2233350472091804	0.22120317499223635	0.6703671979929261
Ncbp1	23.53220084960414	0.2914278031917591	0.2383124629158355	1.22288108488343	0.2213746137649884	0.6703671979929261
Pdha1	110.49170045368184	0.13994122687667462	0.11440108800828903	1.2232508388953	0.2212349690525989	0.6703671979929261
Sema4a	43.408694647154064	-0.2450226364190872	0.20022725669669172	-1.223722686218752	0.22105685854464016	0.6703671979929261
Ufd1	72.01236996506967	0.17249971944376796	0.1410351461747012	1.2230973918379988	0.22129291361852085	0.6703671979929261
Banf1	140.78234183992583	-0.13160954526494684	0.1076756799533161	-1.2222773547565011	0.22160275980924193	0.6707374502587423
Fam102a	61.534175788199114	-0.19567991631809548	0.1602289033875425	-1.221252297064084	0.22199050880001844	0.6715901973486709
Agtpbp1	112.96409765584116	0.14179406706337758	0.1163103997495984	1.2191005049302754	0.2228060482869516	0.6721315789989707
Bex2	652.7064143216899	0.15268660220876934	0.12516737051347412	1.219859469623777	0.2225181526051508	0.6721315789989707
Dnajb12	37.52001525453865	0.2328179190531701	0.1907634211964005	1.220453678137133	0.22229293931430155	0.6721315789989707
Gramd4	26.548846607048834	-0.2896532712902979	0.23747421946995895	-1.2197251218966094	0.22256909489614948	0.6721315789989707
Mrtfb	47.72282069680059	0.20650419316342827	0.16936740645543688	1.219267611668616	0.2227426373392066	0.6721315789989707
Slc12a5	246.41724971029777	0.11880083178996878	0.0974484712265671	1.2191143718792423	0.22280078579109977	0.6721315789989707
Chga	307.8166761026848	0.2174543780275808	0.17887475655906357	1.2156795190705316	0.2241070290776203	0.6734812979951401
Crat	31.445910991407203	-0.2632475470196683	0.21664149958560808	-1.2151298228788494	0.2243165807055636	0.6734812979951401
Gatad1	65.64158583670515	-0.23071257042237456	0.18981735197868915	-1.2154451003419156	0.22419637554811525	0.6734812979951401
Krtcap2	83.75740661402838	-0.16222309824320413	0.1334748963412665	-1.215382837447086	0.2242201107379317	0.6734812979951401
Mpi	55.0297022834211	0.2007702608553676	0.16503284923350606	1.2165472618805513	0.22377651867239895	0.6734812979951401
Plppr4	54.10182192291959	0.2116780906229714	0.17416811381394912	1.215366498422848	0.22422633962220315	0.6734812979951401
Rnf44	97.32661253900966	-0.1642083589237239	0.13506634251060975	-1.2157607577981535	0.2240760716488687	0.6734812979951401
Sat1	69.14801264454185	-0.24428859844941167	0.20069239915459655	-1.2172289507647585	0.22351711804325605	0.6734812979951401
Sun1	70.976135556259493	0.18753665496463365	0.1541755954188476	1.2163835298002537	0.2238388551053528	0.6734812979951401
Vwa5b2	39.519631598569816	-0.24393250236329325	0.20051460810318905	-1.2165323248556557	0.2237822050142672	0.6734812979951401
Atp5g1	485.43971807577816	0.11975632555827216	0.09863147621676475	1.2141795920714074	0.22467915178864584	0.6735038645415405
Atrn	36.40074829540368	0.2359304327238964	0.19428024376738917	1.2143820089415511	0.2246018823125784	0.6735038645415405
Clip1	54.851768698118406	0.19653190631813383	0.16188846629527928	1.2139957269078456	0.22474935590225992	0.6735038645415405
Cpeb3	25.880695659959223	0.2791228396140531	0.2298573455606228	1.2143307360192104	0.22462145315311863	0.6735038645415405
Tecr	504.33609099324	0.1088229070806226	0.08966200789007175	1.213701428748313	0.22486175859181776	0.6735220996118987
Cct2	120.2187567699812	0.13368559246887243	0.11025558863281608	1.2125062695378213	0.2253186441258987	0.6742649419923328
Copb2	42.89663452856195	0.21553118185697792	0.17787437510319493	1.2117045062389462	0.22562551355661128	0.6742649419923328
Mb21d2	25.076257816372475	0.28222166413833616	0.2329211889264516	1.2116616158414508	0.22564193796744209	0.6742649419923328
Mgrn1	200.6567369463563	0.10989769573566276	0.09064353963925882	1.2124161983637358	0.2253531033841712	0.6742649419923328
Plaat1	22.04051042589029	0.3157369856064988	0.26053481454872984	1.211880209381553	0.22555823886114007	0.6742649419923328
Golga7	82.81329142244539	-0.19753977151848784	0.1631073065080976	-1.2111031427563963	0.22585587707809	0.6745860354972655
Psmb4	238.8841858166548	0.10673544037480862	0.08819246182927806	1.2102558218799453	0.22618074402959645	0.6749199309597237
Wnk1	79.43936445378984	-0.186304742945663	0.1539196867173456	-1.2104023008297082	0.22612455945982923	0.6749199309597237
Rps27a	1463.14601946692	-0.23425069685886216	0.19370809041675413	-1.2092974348922778	0.2265485959878698	0.6756993199544045
Slc4a2	36.500287000573806	0.2969857935529947	0.245650493211583	1.208976988689356	0.22667168609427069	0.6757482971328022
Ctps2	24.753654384316945	-0.3170038938525748	0.26235746328197446	-1.208289979202413	0.2269357415943221	0.6760061725228952
Kat14	21.162931972206035	0.30392615632032566	0.2516113152724716	1.207919270209299	0.22707831651597807	0.6760061725228952
Sel1l	53.16149889425048	0.2035727973374136	0.1685157351955967	1.2080343541873173	0.22703404830812576	0.6760061725228952
Pdcd2l	24.315758493892233	0.2845231516084252	0.2356648664231886	1.2073210399444976	0.22730853094455103	0.676257908308037
Sugp1	36.774285788664265	0.2366345077324569	0.19602826745251137	1.2071448205284094	0.2273763764319051	0.676257908308037
Acly	86.4966871766285	0.15526363597501408	0.12912040913030182	1.20247168531142	0.229180829964984	0.6763175201244362
Atf2	47.23534170537011	0.20701867941496055	0.17255132918645297	1.199751287869034	0.23023594771322103	0.6763175201244362
Cct3	104.8474009592215	0.14425008019853586	0.12017798040388306	1.2003037471070284	0.23002139503702895	0.6763175201244362
Ddr1	76.6555429955644	-0.18654005716303929	0.15528112538667982	-1.2013054175033746	0.2296327497282084	0.6763175201244362
Dlgap1	257.54638540303904	0.1002155939213105	0.083188442161591	1.2046816999727532	0.22832620328696424	0.6763175201244362
Dpysl2	77.25471409373759	-0.18577948839603312	0.15479020125645987	-1.2002018660614666	0.23006095079063615	0.6763175201244362
Gltp	41.22186345892612	-0.258140591050209	0.21425416565536717	-1.204833475515403	0.22826759412912195	0.6763175201244362
Gnaz	38.089485598213535	-0.23701164467592456	0.1966723825308602	-1.2051089310352696	0.2281612524804656	0.6763175201244362
H2-D1	88.09747789946938	-0.20414765923804168	0.16945228006693214	-1.2047501465156158	0.2282997708622863	0.6763175201244362
Igip	39.847766625942995	-0.2359570556709232	0.19646743019473809	-1.200998330547934	0.22975184891957623	0.6763175201244362
Kcnip3	80.45885793505482	-0.16713201439156558	0.13910601274070816	-1.201472251980204	0.22956806382839717	0.6763175201244362
Kctd17	328.5620246482164	-0.1090397598357576	0.0908552632082287	-1.2001479714593124	0.2300818775576295	0.6763175201244362
Ltk	22.25346407214831	-0.31667954503285284	0.2627865598616711	-1.205082730256641	0.2281713659666184	0.6763175201244362
Miga1	37.837627618652824	0.227457590022539	0.18960476118997915	1.1996407083608638	0.2302789093778073	0.6763175201244362
Mpnd	124.02593224005857	-0.15031834884530523	0.12482004663828376	-1.204280505365561	0.22848117892046457	0.6763175201244362
Mrpl13	75.4967373314594	-0.17533358309420083	0.14606332388539178	-1.2003943113863127	0.22998623712738345	0.6763175201244362
Plpp7	27.56061341523592	0.26703892870241386	0.2219743278907693	1.2030171742825155	0.22896967460658277	0.6763175201244362
Ppm1f	45.05563838750645	-0.2176617420277301	0.18097223463840556	-1.2027355603064336	0.2290786683112657	0.6763175201244362
Psma3	151.69506798474424	0.12577704781650698	0.10454471086279522	1.203093363389537	0.22894019330677473	0.6763175201244362
Psmd13	88.46362389224136	0.15434163049000937	0.12837721174891342	1.202250994451246	0.2292662973765446	0.6763175201244362
Rbm28	21.0019359774858	-0.32944330845318853	0.2743540200963674	-1.2007963591620452	0.22983020452150504	0.6763175201244362
Rpa1	40.25838122252785	0.2338252222809925	0.19432338404205404	1.2032788716276668	0.2288684223765336	0.6763175201244362
Slc1a3	215.97426529818236	-0.2661296168154858	0.2211591570864368	-1.2033398043359016	0.22884485173163524	0.6763175201244362
Stx18	53.93421615783165	0.19436787551673168	0.1615614123671588	1.203058779128633	0.22895357531750457	0.6763175201244362
Tardbp	132.62476673448276	-0.14352287169663774	0.1191765366861972	-1.204287988956641	0.22847828743277537	0.6763175201244362
Thoc7	66.9211155424264	-0.18359161146752767	0.15245169256294985	-1.2042608932775192	0.22848875670441207	0.6763175201244362
Trim35	91.0872726490756	0.1543428830279906	0.12845011169949344	1.201578425942305	0.2295269042783844	0.6763175201244362
Elmo2	94.60070056323288	0.151117079012687	0.1260309636428308	1.1990472392240823	0.23050957770845112	0.6766812672766626
Foxp1	36.5867642997378	0.2483967911113358	0.20736327828492793	1.197882253626535	0.2309628594150706	0.6773855676447932
Zfp740	67.36105188896666	0.18198951743930503	0.15192620856517416	1.1978809920819826	0.23096335060974796	0.6773855676447932
Mrpl36	63.70474931145699	-0.1924987389783797	0.1608559641241067	-1.1967149619013155	0.2314176732920616	0.6784039612703425
Copa	78.2020632087734	0.16203292305706546	0.13544505092446787	1.1963000637610934	0.23157948390269556	0.6784825005876906
Eif1ad	25.99301542921048	0.2895624701093255	0.24208943245010817	1.196097108323805	0.23165866594651532	0.6784825005876906
C1qtnf4	138.19844443984414	0.18814433252303792	0.15740936379653434	1.1952550215896385	0.23198740722457736	0.678513704062871
Cib2	29.052903040030145	-0.2716034712466817	0.22723088094361807	-1.1952753521827593	0.2319794664881837	0.678513704062871
Gm2026	23.01662716395462	-0.3138922799373192	0.26261713659456887	-1.195246753535012	0.2319906366219698	0.678513704062871
Arpc4	230.2330281430439	-0.1060996268605071	0.08880270235423116	-1.1947792583752583	0.23217328622945865	0.6785157902415797
Slc45a4	29.70745670348628	0.2597582869367417	0.21742614019077824	1.1946966758864392	0.2322055616801491	0.6785157902415797
Ctdnep1	93.289368132053	-0.15521548229570922	0.12998017873642567	-1.1941473215732057	0.2324203451298451	0.6786711633871454
Polr2g	188.1857156561186	-0.1213386557542946	0.101622582783298	-1.1940127128341105	0.2324729951933868	0.6786711633871454
Atp2b4	68.25510623651124	0.2310625227407262	0.19362375865682105	1.1933583168905508	0.23272907232316375	0.6787997967080617
Psmd6	81.68327216294165	0.15755482777753252	0.1320459950593392	1.1931814191466397	0.23279833000074784	0.6787997967080617
Timm9	68.77144148681721	-0.19735175160907417	0.16541384358513744	-1.1930788096795446	0.23283850958904784	0.6787997967080617
Bclaf1	30.837666309239555	0.2487824157248233	0.20881766308459856	1.1913858820651286	0.23350213267045372	0.6804213479610508
Akr7a5	35.50359521103373	-0.24288317488137656	0.2044543906875413	-1.1879577350459758	0.23485006152455468	0.6840345470151972
Amfr	99.66348884794456	0.14960746546275358	0.12704297393525954	1.1776130613802602	0.23895090034359315	0.6855974047880727
Anks1	29.13831776899779	-0.2772307829025973	0.23449965862872996	-1.182222543622211	0.23711740985122423	0.6855974047880727
Armc8	28.309228779730127	0.25840056007536144	0.21835298808699885	1.1834074831731012	0.23664769301684177	0.6855974047880727
Atp5pb	358.7365775963433	0.10044951361664928	0.0850942858029018	1.1804495762419789	0.2378214540691618	0.6855974047880727
Ciao2b	39.14275643355527	-0.23329706087580623	0.1977352762552127	-1.1798454241148897	0.238061699402748	0.6855974047880727
Dhx38	22.974426834945383	0.28339227180127224	0.2406223571489222	1.177747052099068	0.23889746277530793	0.6855974047880727
Eif5a	434.3053306634623	-0.09732899617767012	0.08233444070443537	-1.1821176575069272	0.2371590190272045	0.6855974047880727
Gamt	28.989724738452317	-0.27291500758443316	0.2303504429903016	-1.1847817787609969	0.236103738730659	0.6855974047880727
Gnas	1485.7738455216177	-0.06963018208319664	0.0587936468973528	-1.1843147305484083	0.23628849987117537	0.6855974047880727
Hebp1	108.47766889659628	-0.15536880704642447	0.13158440831489923	-1.1807539284943698	0.2377004911366725	0.6855974047880727
Inka2	137.12886999162092	0.17419796350570552	0.14788632258598156	1.177918014726658	0.23882929248186413	0.6855974047880727
Isyna1	38.27770184174973	-0.23772220355185797	0.20149790028728784	-1.1797750905241342	0.23808967918062665	0.6855974047880727
Kat8	29.945965613431685	-0.26538150669841765	0.2252925754933693	-1.177941643737071	0.2388198716394016	0.6855974047880727
Map2k2	129.96302959675282	-0.13874898209494865	0.11726472256405572	-1.1832116177920189	0.2367252897628871	0.6855974047880727
Med15	35.59854360522419	0.23341516688105568	0.19736717717064295	1.1826442989517236	0.23695014815813065	0.6855974047880727
Mfsd12	38.909091284812774	-0.23213954990638713	0.19691526404233792	-1.1788804236957262	0.23844579395230572	0.6855974047880727
Mfsd4a	61.3666943772758	0.21670226647865173	0.18367867976662136	1.1797899829963363	0.23808375453370303	0.6855974047880727
Mthfsl	26.955474002772068	-0.28664344400346947	0.24348572887301745	-1.1772494648052234	0.23909595076306825	0.6855974047880727
Myl6b	56.13808998719001	-0.20783078819825632	0.1753330511503263	-1.1853486084609757	0.2358796419977331	0.6855974047880727
Nudt22	25.01916574039252	0.27690479212790814	0.23514869362305613	1.1775731681154356	0.23896681202284456	0.6855974047880727
Ppp2r2d	31.900035499446343	0.24315404335836452	0.20580749618458288	1.181463493148406	0.23741864779773236	0.6855974047880727
Rab5if	80.82487224132963	-0.16201359683918648	0.13757827773457665	-1.1776102994380533	0.23895200193750615	0.6855974047880727
Rfc2	51.74147961319974	-0.20541150046056425	0.17343496958350735	-1.18437187698563	0.2362658876354332	0.6855974047880727
Rnase4	20.959479243211085	-0.3418531701866067	0.28909508063262934	-1.1824939028312982	0.23700978338323225	0.6855974047880727
Rnd1	45.02575861077775	0.2544255860359981	0.2159368940134016	1.1782404632540828	0.2387007554792488	0.6855974047880727
Rpl31	1179.4617101646254	-0.20488472064574303	0.17393009663822753	-1.1779716369151496	0.2388079137927968	0.6855974047880727
Rxrb	120.93722464256211	-0.13399128668962318	0.11383626735523694	-1.1770527073897334	0.23917446954722033	0.6855974047880727
Snx11	57.906130166446125	-0.18891881361650897	0.16046111867521515	-1.177349473668411	0.2390560478056734	0.6855974047880727
Snx5	60.42949732956655	-0.19631154940398665	0.1657853935352756	-1.1841305510561502	0.2363613881469503	0.6855974047880727
Svbp	34.55350108734149	-0.2612559085091742	0.221086467418021	-1.1816910892840968	0.23732829527628083	0.6855974047880727
Tob1	24.15276093163759	0.27768188263425786	0.23550106020044187	1.1791109662008088	0.2383539924673824	0.6855974047880727
Uba52	1330.470571344257	0.34543378988503565	0.291925532692035	1.183294200748959	0.23669257036038543	0.6855974047880727
Ubxn6	59.74887574704214	0.18761388936528156	0.15922729145765713	1.1782772139609825	0.2386861087190695	0.6855974047880727
Usp46	35.99468723082948	-0.2467681818590167	0.2081186813413189	-1.185708943899716	0.23573726125134764	0.6855974047880727
Zmynd8	51.82792626192472	0.1954385977329731	0.16598362119570534	1.177457126944703	0.2390131000222082	0.6855974047880727
Gm19196	30.365651978392616	-0.315079859819316	0.2678803415099833	-1.1761962749609742	0.23951645270338057	0.686267176786936
Slc29a1	24.402699952023337	-0.29806753428945953	0.25375933158961467	-1.1746071855654991	0.2401519072076747	0.6877768228574228
Lclat1	24.44997942302272	0.28886828073171694	0.24619008691332928	1.1733546397154992	0.2406536193429627	0.6880226842732948
Slc45a1	30.324066466590704	0.24992597440123296	0.2129013113328815	1.1739052842678903	0.2404329656408492	0.6880226842732948
Tmem121b	41.51178302911232	-0.23015356529501976	0.1961060613529213	-1.173617805116309	0.24054814619210751	0.6880226842732948
Wiz	28.92174259349834	-0.27400693087412875	0.23353360991880823	-1.1733083343737618	0.24067218127065845	0.6880226842732948
Tm2d2	90.54839567374827	0.14903391159520937	0.12708388616305188	1.1727207602385958	0.24090780343281729	0.6883856268592231
Fam107a	352.40486118138625	0.24987547456853776	0.2131292211943103	1.172413023274391	0.241031273344562	0.6884279155265105
B4gat1	92.96974427010696	0.14529944676334455	0.1240212773438078	1.1715687007524531	0.24137026040089005	0.6885676967930623
Epha10	30.98775062315549	0.2460935384637947	0.2104603091403087	1.169310923608547	0.24227838363753124	0.6885676967930623
Galnt18	26.642189868034368	0.2683135961028313	0.2294114110449524	1.1695738885902938	0.2421724903620445	0.6885676967930623
Ift43	28.788885540235903	-0.28270423058393235	0.2416860262976679	-1.16971690467427	0.24211491293668536	0.6885676967930623
Osbpl10	34.69360529262894	0.2316502337553824	0.19813371547733064	1.1691611051521744	0.24233872854069097	0.6885676967930623
Picalm	43.83325602028878	0.2233307957705576	0.1909819273149739	1.1693818305762138	0.24224982692921204	0.6885676967930623
Pou3f3	28.27208686270538	-0.2770756982097968	0.23675156221822796	-1.170322576179665	0.24187117994608504	0.6885676967930623
Psmc6	60.45722594319082	0.18417730845399244	0.15718106503748236	1.1717525161829918	0.24129643177681984	0.6885676967930623
Rpp25l	49.52382186439505	0.20174143325466015	0.17259471698458215	1.1688737452646465	0.2424545029062162	0.6885676967930623
Rps27l	65.77317440917246	-0.19222470477736775	0.16420481788778174	-1.170639858501198	0.24174356882913303	0.6885676967930623
Tmem101	42.128916869425176	-0.223192804827287	0.19096258389667253	-1.1687776750447294	0.24249321729207923	0.6885676967930623
Tmem38a	126.71791428722253	0.1339893493096294	0.1144914946627542	1.1702995904133142	0.24188042667447657	0.6885676967930623
