gene	base_mean	l2fc	lfc_se	stat	pvalue	padj
Ccdc112	4.548133693919333	0.2192471150687709	0.5963697546795079	0.36763620781975337	0.7131445127892648	1
Ccdc113	3.7102281177417527	0.1568210302858611	0.6418888007100558	0.2443118342497736	0.8069893187323305	1
Ccdc117	10.09668148492464	-0.04490871021972064	0.3781525847023984	-0.11875817338406734	0.9054669469047252	1
Ccdc120	13.075403751703917	-0.30122771603472015	0.34553418674794245	-0.8717739881827015	0.3833316876691482	1
Ccdc122	1.911045652785425	0.1233721807093408	0.9650011220191792	0.1278466707387816	0.8982703151742132	1
Ccdc126	4.425044660137599	0.13511819613564713	0.587138385784234	0.2301300671308882	0.8179907016313087	1
Ccdc13	11.714283785740225	-0.5157636730367795	0.3933066459535183	-1.311352549831394	0.18973868200521615	1
Ccdc130	10.991368782093929	0.186564931764864	0.3847789319844729	0.4848626477615789	0.6277737797999101	1
Ccdc134	7.9472131228693055	-0.1494829781586142	0.4392772879783461	-0.34029298178963185	0.7336359018569107	1
Ccdc137	17.153627639081357	-0.1442669520648275	0.2927223062644843	-0.4928457755948313	0.6221215636899939	1
Ccdc138	2.262105559873914	-0.2060741672913352	0.8855383259912717	-0.23271061369439405	0.8159861269272406	1
Ccdc141	7.514655630358368	0.3838298100760768	0.4456147346750746	0.8613490089279722	0.3890458509661771	1
Ccdc142	2.6726932064380615	-0.00180690906452253	0.8810473848233972	-0.0020508647952967	0.9983636477906342	1
Ccdc148	5.565524909570037	-0.25189288361231726	0.5336724773657612	-0.4719990149307969	0.6369274917102133	1
Ccdc153	9.925736782016727	-0.01575115435878585	0.5121005461421426	-0.03075793313919615	0.9754625890251368	1
Ccdc157	15.33749835473838	-0.2167763314344393	0.3118318470832226	-0.6951705974296635	0.4869483962561403	1
Ccdc159	16.18941974964914	-0.5971114427137482	0.3265293134037958	-1.8286610671775816	0.06745039827214439	1
Ccdc160	1.0016520969951392	-0.03180686578397831	1.382293372761903	-0.0230102136136458	0.981642125821584	1
Ccdc163	4.002269790417639	-0.213499588841441	0.6473649525172902	-0.32979787986860276	0.7415526894557907	1
Ccdc166	3.2724345307625797	-0.3836988849012257	0.7327727586865478	-0.5236260223278271	0.6005386784989781	1
Ccdc167	16.483640749264676	-0.01508423688663861	0.2922664227156302	-0.05161125505448601	0.9588384510572396	1
Ccdc173	0.9906568697216503	0.10096576639542916	1.446910264412092	0.06978025443509693	0.9443685635396706	1
Ccdc177	5.875087432506288	0.16126194877174632	0.4989865864876657	0.32317892532314096	0.746559740419636	1
Ccdc184	20.512845210793305	-0.11883868350923212	0.2922344925773224	-0.4066552256071845	0.6842612299428574	1
Ccdc186	15.544025806619231	0.07730881811379654	0.3191215731551453	0.24225506708758865	0.8085825281352175	1
Ccdc189	9.257205833206346	-0.0624772525916743	0.3980835891098981	-0.15694505953227408	0.8752881474962715	1
Ccdc190	18.00695003738423	-0.8824678891147743	0.32533200878724544	-2.712514801123901	0.00667747992200717	1
Ccdc191	2.81285032807144	-0.1551017952797862	0.7778674562067269	-0.19939360368171283	0.8419548635522982	1
Ccdc3	8.124826653491917	-0.06234695317805923	0.44568745551478073	-0.13988940547147968	0.8887473721865211	1
Ccdc30	12.763953921289271	-0.05351472714391804	0.3382006517350199	-0.15823366060762892	0.8742726805331169	1
Ccdc34	6.67124904529964	-0.35926896449604284	0.4914647641140864	-0.7310167294366677	0.46476893451829415	1
Ccdc39	3.9559787323086617	-0.07286673407999283	0.6458026564313176	-0.11283127028719855	0.9101643265348568	1
Ccdc50	13.26247506511626	0.4375218805469512	0.31809191809808735	1.3754573934570582	0.16898968609744655	1
Ccdc51	8.1661207110888	0.16691852295874698	0.4149624751685247	0.4022496802655661	0.6875002833535351	1
Ccdc57	2.2612377181279295	-0.20583495016448564	0.8854304223780315	-0.23246880270012352	0.8161739153774621	1
Ccdc58	14.3885821189626	-0.3642069609313788	0.3367219064805493	-1.0816253826135225	0.27941902115182854	1
Ccdc59	20.825816003162007	0.02224824774191349	0.25905498692574597	0.08588233720546211	0.9315599524954218	1
Ccdc6	12.415059771441058	0.3563989429533575	0.32820681115410244	1.085897461116424	0.2775243603086191	1
Ccdc61	10.11584427848264	-0.46288180686494074	0.4045113406246333	-1.144298713974678	0.2524997764559929	1
Ccdc62	1.737560210755837	-1.0796585680854427	1.1598678995258973	-0.9308461493992198	0.35193315363525224	1
Ccdc65	6.400369914875117	0.2725561418778953	0.4766666599619178	0.5717961098845691	0.5674601130629391	1
Ccdc66	2.9102617482136486	-0.23651849848971376	0.7653656820824858	-0.3090267881441585	0.7573011494827386	1
Ccdc71l	4.8163657594448335	-0.10255798121868338	0.5662230490620481	-0.18112646842718835	0.8562683093914895	1
Ccdc73	3.341002830933407	0.42062638783880846	0.749770808035176	0.5610066213981946	0.5747930233236018	1
Ccdc77	3.0897107348370447	-0.2737455238749301	0.7464730993068869	-0.3667185383225565	0.713828976964552	1
Ccdc8	1.3972327065362835	-0.7108944229507185	1.2528723254833112	-0.5674117054796323	0.570434498944987	1
Ccdc80	3.0073581056874397	-0.5295879326017248	0.777574368292666	-0.6810768901302013	0.4958228390849751	1
Ccdc82	11.969891560859224	-0.1812557394052668	0.35158120468912646	-0.515544451716456	0.6061726155012024	1
Ccdc84	7.238937153903389	-0.6516470545489319	0.49346575717608065	-1.3205517203018573	0.18665087994548304	1
Ccdc85b	18.95937633999391	0.08761252582780832	0.2731236202198818	0.32077974712430474	0.748377308426387	1
Ccdc86	4.643364033378738	-0.12880931600660106	0.5843846894757099	-0.22041870419665585	0.825545079755479	1
Ccdc87	1.0869892107347596	-0.15229095677519608	1.347040968802803	-0.113055920571255	0.9099862211513352	1
Ccdc88a	8.417063652819643	-0.10859289949666392	0.4202197515450325	-0.2584193129842129	0.7960833130616135	1
Ccdc88b	2.7336375968865707	0.14509927600061895	0.7678020436295412	0.18898005964494183	0.8501084452811224	1
Ccdc88c	8.909810522632437	0.1772774419930149	0.4065991682811123	0.43600050325348866	0.6628363644402633	1
Ccdc90b	14.419748856488084	-0.07463405544734508	0.31978597572811146	-0.23338751887856543	0.8154605040953835	1
Ccdc93	5.347550089516479	-0.28803498562207225	0.5474111048366123	-0.5261767309379722	0.5987654197937877	1
Ccdc9b	3.115931266436277	-0.13400343772364295	0.730440275247801	-0.1834557078307086	0.8544404689444283	1
Ccer2	9.368504027561832	0.9667807167099736	0.3792602780808617	2.549121995063895	0.01079945150336752	1
Cchcr1	7.044806232985373	-0.2564103846663306	0.48138313085747825	-0.5326534484280574	0.5942734961311367	1
Ccl12	1.477559314760246	-3.54260502729238	1.5181478461523044	-2.333504629520106	0.01962167563316836	1
Ccl17	3.641957552647202	1.4694267125009242	0.6515490533599093	2.2552817856512597	0.02411564717220405	1
Ccl19	5.060363528657655	0.2785029690809835	0.5611730964878479	0.4962871007609226	0.6196918658264674	1
Ccl25	7.990173625696045	0.1963083186468756	0.42820968950085425	0.4584396931225536	0.6466365800408609	1
Ccl6	1.1227271935448395	0.46104500190031816	1.4118014753798909	0.3265650376064801	0.7439968908256394	1
Ccm2l	3.911064570437688	-0.5506703342817719	0.6780680174203221	-0.8121166610641383	0.41672469380745353	1
Ccn1	10.448135355932466	1.9928593822579217	0.39950086554325887	4.988373127922874	6.088987894099551e-7	1
Ccnc	19.21967485569694	0.20963866689684535	0.3105559121903646	0.675043232692801	0.49964829812871425	1
Ccne1	15.516672614078848	0.14673278099406087	0.30431956921017345	0.4821667609969644	0.6296874871305995	1
Ccne2	2.600166535074946	0.4707227886955728	0.8175055101886891	0.5758038115081633	0.5647477969697682	1
Ccnf	2.2552978919020417	0.05730659803400635	0.888406684134796	0.06450491543725412	0.9485681933120408	1
Ccnj	3.2667862607113953	-0.1854193842803768	0.7123474798012488	-0.2602934516341806	0.7946374234048746	1
Ccnk	11.305422224120736	-0.1086075943836732	0.3611971580856283	-0.30068784305862617	0.7636525398703041	1
Ccnl1	11.76964906804912	0.03842307401349063	0.35101002165695305	0.10946432193620394	0.91283421864883	1
Ccnl2	18.26763879673222	-0.3816333443909969	0.29414799806194913	-1.2974194857876369	0.19448689152053164	1
Ccno	1.3661432329240326	-0.01008251156508069	1.1934395271119016	-0.00844828023207858	0.9932593278217428	1
Ccnq	14.042967138094104	-0.01775843405822989	0.31750447695180384	-0.05593128710725412	0.9553965463261548	1
Ccnt1	7.229003742764099	0.12029823008093364	0.4479845742082252	0.26853208125201766	0.7882897840858254	1
Ccnt2	11.225248285151077	-0.08789593138234533	0.361416448968532	-0.24319848095789992	0.8078516435637917	1
Ccnyl1	5.999832834975323	-0.3587614270736745	0.5214210560913101	-0.6880455303493709	0.4914241099681733	1
Ccpg1os	18.554952858562768	-0.38512336542579523	0.29455882472411465	-1.3074582497621785	0.19105712542288691	1
Ccser1	4.436460797649179	0.5070413463838656	0.5805423813320222	0.8733924734667733	0.38244919202326233	1
Cd14	3.966480874745178	1.0224332706183012	0.7213023102690328	1.4174823178327989	0.15634196048911084	1
Cd164l2	14.518487582326497	-0.2385775884203248	0.3345726763359044	-0.7130815075311099	0.4757953218774466	1
Cd209c	1.0884857847190212	-0.15328973525038458	1.34705332035328	-0.1137963382252624	0.9093992414107877	1
Cd248	3.56167074943818	-0.9190357318165948	0.7515882887157717	-1.2227914479441109	0.22140847638950403	1
Cd24a	4.349552796057677	-0.46752892185466105	0.682602495236955	-0.6849212024816369	0.4933936458142288	1
Cd276	4.070204797232642	-0.2107040053315047	0.6357286121948978	-0.33143703349143633	0.7403143954614659	1
Cd2ap	3.842970478734398	-0.11620063022905582	0.6561603104292718	-0.17709183012461588	0.8594362591186405	1
Cd300c2	10.968368461737636	-0.5741228565121962	0.3996476922804332	-1.436572430172657	0.15083952206521625	1
Cd33	4.038046427842313	-0.3880148361224898	0.666179482602313	-0.5824478931815464	0.5602650297758052	1
Cd37	10.924926909811116	-0.6100297296230077	0.3931056731154956	-1.5518212311420374	0.1207050043928016	1
Cd38	1.1010031129342326	-0.24189831313596863	1.3445492746862573	-0.17991033701045592	0.8572229598586736	1
Cd4	6.27087564643814	0.6974687468102418	1.9026016669116543	0.3665868473364626	0.7139272205255651	1
Cd52	5.8749874481610185	0.0902941109410454	0.5283503343469178	0.1708981807547372	0.8643038271670447	1
Cd53	6.263740760901781	-0.3970094567563596	0.5148385419413134	-0.7711339078448692	0.4406275641413114	1
Cd55	2.083932387895579	0.2697161142018438	0.9011783610671612	0.2992927103603001	0.7647167161200847	1
Cd59a	14.544634248512288	0.5309057653651066	0.3172972081418344	1.6732128482132358	0.09428540192203008	1
Cd59b	9.052532502105644	0.0663406339603535	0.4031902372715155	0.16453928648991206	0.8693066220238889	1
Cd6	2.9996863764481363	-0.08256272729767748	0.7494899379353523	-0.11015855332910283	0.9122836318173796	1
Cd68	13.758851346450228	-0.6201747030641782	0.375271639945997	-1.6526021075118378	0.0984118688887026	1
Cd7	5.225619053079085	1.5004978679365777	0.5341137482977341	2.809322682141757	0.00496458588965147	1
Cd74	7.346184685277326	-0.8073444089304133	0.6372042221197171	-1.2670104511308942	0.2051515529489413	1
Cd83	14.52644982054364	-0.08796053233418377	0.3171903965777436	-0.277311461138845	0.7815409598282768	1
Cd84	1.3812425985693173	0.3618814639060955	1.149333247485071	0.3148620860816054	0.7528663694098672	1
Cd93	1.2039665567004514	-1.3283321864853883	1.4234177182635752	-0.9331991371484532	0.35071716016149174	1
Cda	3.3431530610282953	0.07029121392986074	0.6968230377858917	0.10087383757174036	0.919650611743959	1
Cdan1	8.500399610961269	0.27326453894547525	0.4074780169122373	0.6706240032682083	0.5024600873262517	1
Cdc14b	3.1942480989742563	0.2938805617588149	0.7118629677843296	0.4128330522284603	0.6797289336243693	1
Cdc25a	2.8168394754872947	0.13095067682049646	0.7561753433822791	0.1731750155126326	0.8625138616480166	1
Cdc25b	9.578478588091787	-0.4144730270499535	0.41632253018612514	-0.9955575233092844	0.3194651818914408	1
Cdc27	11.486294965097812	0.08039543317301588	0.35033194298459885	0.22948359344026528	0.8184930709498617	1
Cdc40	19.349299712871854	0.31645361135892874	0.2692679493099232	1.1752368307105707	0.23989997899163695	1
Cdc42bpg	3.2257215173440414	-0.36549751534419145	0.7658307327769945	-0.477256265257015	0.6331796497569675	1
Cdc42ep2	5.349988701863703	-0.7763103785829556	0.5904081730900258	-1.3148706504518244	0.1885533780652084	1
Cdc42ep3	9.31772156258655	0.5983543940668041	0.37690487430705455	1.587547508285447	0.11238869598631532	1
Cdc42ep5	3.559403426486321	-0.14457237240778806	0.6802885083164656	-0.2125162642620063	0.8317042905136998	1
Cdc45	2.0023989532725186	0.5946707199434244	0.9229169628019406	0.6443382708429444	0.5193561037417496	1
Cdc7	3.0575246191077285	-0.7678740541682152	0.8203285100488386	-0.9360567684311004	0.34924396008417585	1
Cdc73	11.237863163773447	0.2389091879779207	0.34769413255358794	0.6871245891418634	0.49200422024634854	1
Cdca4	5.5275817460278684	-0.19511444198250907	0.5335248010160917	-0.365708288744808	0.7145827604441246	1
Cdca7	2.079755549982562	-0.8086370173130961	1.003967117275765	-0.8054417354896132	0.42056481591069295	1
Cdh10	15.008736528799236	0.10737230060290286	0.30713920743298906	0.34958838860170305	0.7266476263000353	1
Cdh11	11.67076177836718	-0.14293763322652134	0.3635817407798866	-0.3931375456862015	0.6942178946231332	1
Cdh12	4.949017546428199	0.8943661805362718	0.5436095828303135	1.6452362297951733	0.09992110485131137	1
Cdh18	11.141140774472666	0.4293149672247852	0.35945865530870613	1.1943375430926426	0.2323459574422213	1
Cdh19	5.8485036750158015	0.4259151350397401	0.5005468639850289	0.850899617368253	0.3948251174306152	1
Cdh20	9.345559577227966	-0.10060724703037954	0.39747649444608985	-0.25311496009489187	0.8001793787343332	1
Cdh24	4.394385214829724	0.03285656335169103	0.6039877951336031	0.05439938292862872	0.956616970480174	1
Cdh4	4.883268601349624	-0.1972265816851372	0.6174345657372463	-0.31942912274378293	0.7494011298742804	1
Cdh5	5.876132339855175	-0.493753652395046	0.5385564034602895	-0.9168095471943504	0.3592424488755973	1
Cdh6	3.600853139491283	0.09035506676867684	0.6713755837557822	0.13458199695499226	0.8929423764436295	1
Cdh7	7.054582212057299	0.6456916545275307	0.4384233960508958	1.472758206664166	0.14081624530739142	1
Cdh8	10.543717890613536	0.3410008135149056	0.3658341644797542	0.9321185570512156	0.35127525877945986	1
Cdh9	3.4397706501254426	-0.29821142646981424	0.7125083456141558	-0.4185374505512171	0.6755542109761171	1
Cdin1	2.450222375372037	-0.40359155354970866	0.8621001840780117	-0.4681492487805658	0.6396778624795858	1
Cdk12	6.43508102656781	0.14818372610229635	0.47330628178792383	0.31308210307822115	0.7542182857618416	1
Cdk13	9.478601696756654	0.24410020043175187	0.38330354806696887	0.6368326138977036	0.5242338798690868	1
Cdk18	11.585818756847992	-0.3028552335307927	0.38483754124010977	-0.7869690481725475	0.431299985291252	1
Cdk2	1.0016520969951392	-0.03180686578397831	1.382293372761903	-0.0230102136136458	0.981642125821584	1
Cdk20	10.725221864167429	-0.08442223331895607	0.3721825963452922	-0.22683014774993235	0.8205558201296161	1
Cdk5rap1	11.721344564340315	-0.1124826628845175	0.4069940391919689	-0.2763742267769731	0.7822606501449788	1
Cdk5rap2	3.5656041442426765	-0.02059024638817222	0.6762336781975014	-0.03044841901848996	0.9757094299453724	1
Cdk7	16.4527407709149	0.3431280683726912	0.28549284579071055	1.2018797438596132	0.22941012353794188	1
Cdk8	7.267347369923626	-0.08617110561164944	0.45312561514043914	-0.19017045766645096	0.8491755600309401	1
Cdkal1	6.443414340081051	-0.04254354892279052	0.4820145166966922	-0.0882619660800819	0.9296684676107072	1
Cdkl2	14.752126611254967	-0.3011050012318536	0.3230265763399854	-0.9321369301668252	0.351265764722021	1
Cdkl3	8.810561675623008	-0.02100701103238822	0.4055784941010184	-0.05179517981827693	0.9586918963457288	1
Cdkl4	11.24441526455095	0.1814429602612829	0.35584522089518006	0.5098929242462128	0.6101264793770718	1
Cdkn1c	10.329926592725569	-0.18419363451886625	0.426219247814621	-0.4321570071349266	0.6656273041841758	1
Cdkn2aip	6.095353965277797	0.16546075390758913	0.49015947614912303	0.33756514350698874	0.7356909132167587	1
Cdkn2b	0.9998596332353618	0.5965211694093198	1.3958205274307691	0.42736237050999126	0.6691154108791229	1
Cdkn2c	4.9530053550269715	-0.33224763639666255	0.5810804163382982	-0.5717756562686013	0.5674739715632621	1
Cdo1	15.740511733339904	-0.16149581444912897	0.32053591762194783	-0.5038306335441735	0.6143803989496546	1
Cdon	1.1010031129342326	-0.24189831313596863	1.3445492746862573	-0.17991033701045592	0.8572229598586736	1
Cdr2	12.066143086601665	0.14152329546931128	0.3473142077496067	0.4074791422622749	0.6836561103239451	1
Cdr2l	18.534146610109502	0.21081455221909037	0.2745621049721843	0.7678210080755603	0.4425935317596791	1
Cdsn	1.796370663560493	-0.49791863089055755	1.0667563147288328	-0.4667594876315566	0.6406719636349121	1
Cdt1	2.431577526962701	-0.01362209371103551	0.8528262237793867	-0.01597288325711633	0.987256024961374	1
Cdyl	3.450844081970124	0.1146675814577818	0.6745035789113925	0.1700029251777259	0.8650078361794892	1
Cdyl2	3.8423619017086392	0.464328170624307	0.6429563269956927	0.7221768433230109	0.47018575848044303	1
Ceacam1	1.4581369763742236	-0.7041457384247657	1.2182361111906612	-0.578004322771682	0.5632612007546947	1
Cebpa	8.792226561131587	0.5921373253897311	0.41020100009111327	1.4435296970465854	0.1488713130760183	1
Cebpb	4.362652350477189	0.8032279534216795	0.5796510502472016	1.385709476553402	0.16583563333093398	1
Cebpg	10.53948373821825	0.00286273817677525	0.3703547929144745	0.00772971818252219	0.9938326386180124	1
Cebpz	16.356868617101107	0.26872024517627385	0.2881988783842859	0.9324125294407318	0.3511233720601892	1
Cela1	14.097640908696736	-0.26410204430332795	0.3326779637009652	-0.7938669618067092	0.4272728850005186	1
Celf6	14.83840038248041	-0.24753237809865292	0.32734377060657727	-0.7561847828659407	0.44953841504244674	1
Celsr1	1.939738799393257	-0.7130016301120746	1.042092902352043	-0.6842015990155991	0.49384787268967606	1
Celsr3	13.889687475520573	-0.23691730232441213	0.3535231630070504	-0.6701606206201749	0.5027554041866267	1
Cemip	5.232371595098352	-0.38855091005649234	0.5683318027751534	-0.6836691315868751	0.4941841198810567	1
Cemip2	2.8097406129652676	0.3943658999820188	0.7529583993959549	0.5237552304329038	0.6004487956600172	1
Cenpa	7.247137295247905	0.3105895488905862	0.44426026618821335	0.6991161995095082	0.4844794155002138	1
Cenpc1	7.419571137922338	-0.00848748902286886	0.4468685975046324	-0.01899325455013848	0.9848464865296558	1
Cenpj	1.0016520969951392	-0.03180686578397831	1.382293372761903	-0.0230102136136458	0.981642125821584	1
Cenpm	7.504346389484096	-0.5794860020309507	0.476375692499959	-1.216447461854911	0.22381451327725113	1
Cenpo	2.835541104164439	-0.4482620426168584	0.7953746361948882	-0.5635860413670799	0.5730358886938876	1
Cenpp	1.0016520969951392	-0.03180686578397831	1.382293372761903	-0.0230102136136458	0.981642125821584	1
Cenpq	2.8264661167117837	0.06523813525486581	0.7677826043575405	0.08496954070671515	0.9322856061057314	1
Cenps	10.366493081901249	0.14380367076144743	0.3746490274989533	0.3838356974297743	0.7011002281948813	1
Cenpt	16.25962329468746	-0.0863846743843786	0.2976602991629616	-0.290212281003874	0.7716538414480776	1
Cenpu	1.5311588540748555	-0.6359585078499429	1.3169917357622205	-0.4828872426309314	0.6291758004931387	1
Cenpw	3.2697333463296347	-0.00684446188668847	0.6990216616722038	-0.00979148753461388	0.9921876481016032	1
Cep104	19.772908886557783	0.10964247013522124	0.2629157672874346	0.41702508475025696	0.6766600597433199	1
Cep112	1.3794078289331082	-0.6978747621849192	1.2518579071905316	-0.5574712259086313	0.577205513238578	1
Cep120	15.505049657610671	0.1625911158396236	0.2955528351456256	0.550125380321631	0.5822333797202974	1
Cep126	3.959875177896988	-0.11181907104288295	0.6426338866915935	-0.17400120559864915	0.8618645147541445	1
Cep128	2.321954200867274	-0.35825390500342963	0.9350002491303936	-0.3831591545955494	0.701601761118845	1
Cep131	15.966344849046068	0.03200052676862953	0.3025918925991832	0.1057547394735318	0.9157769480004846	1
Cep135	1.2600278539442464	-0.3431363086842758	1.275386780270512	-0.2690448999412523	0.7878951309029193	1
Cep162	1.0016520969951392	-0.03180686578397831	1.382293372761903	-0.0230102136136458	0.981642125821584	1
Cep164	6.440479915478292	-0.3651822735424128	0.5069869976452209	-0.7202990909797649	0.4713408643176453	1
Cep170	11.127240861836986	0.02680559721843167	0.3572511663846862	0.07503291728813431	0.9401885214948305	1
Cep250	12.33318315210925	0.20573960349773904	0.33613035865700946	0.6120827774074333	0.5404829917316198	1
Cep290	3.270573315951027	-0.00682744563707324	0.6991084378361231	-0.00976593224679924	0.992208037296334	1
Cep295	6.238880000552989	0.25042382204965247	0.48903955130925914	0.512072738041773	0.60860010347757	1
Cep350	5.866353170649025	0.25358500422051927	0.4982204698214464	0.5089815043356202	0.6107651885413712	1
Cep41	2.8072901903680636	0.1340830142186959	0.7684206033495423	0.17449169586841967	0.8614790563961977	1
Cep43	6.6826790650336125	-0.1689672429150055	0.48327443651437335	-0.3496300034690127	0.7266163908757974	1
Cep44	9.949063974759015	0.06659285104975216	0.3824430095112568	0.1741249006874371	0.8617673042036742	1
Cep57	9.51837312749744	0.04304302185861922	0.38978819001887766	0.11042669573065984	0.9120709824596516	1
Cep57l1	3.895041397099759	0.05695895551647819	0.6362352810584818	0.08952498739415649	0.9286646962416372	1
Cep63	15.83369671434374	-0.10571251388542452	0.3133961535211098	-0.33731273564691	0.7358811600587928	1
Cep68	18.919462035893467	-0.13068898919729555	0.2755633890783135	-0.4742610752263411	0.6353137452086359	1
Cep70	4.637202875618861	-0.28605372263368134	0.5990294341780908	-0.4775286593824334	0.632985717894794	1
Cep76	1.7069239237514742	0.38715638899135096	1.0014957533106286	0.3865781634235934	0.6990685265223461	1
Cep78	4.4296975887052765	0.11044903011446562	0.5853869424312966	0.1886769623793383	0.8503460086259481	1
Cep83	13.522160578593796	-0.2876230206960992	0.33715682862513896	-0.8530837766773725	0.3936128473932581	1
Cep85	8.818105186061144	-0.02163938590058726	0.4110401450056556	-0.05264543175044257	0.9580144178351826	1
Cep85l	3.81055678295967	0.05492518488034435	0.6505923476652667	0.08442334908710554	0.9327198436654486	1
Cep89	9.079342545722316	-0.23467041310767184	0.41220404755425294	-0.5693064260286899	0.5691482066469138	1
Cep95	2.7087818743288605	-0.8686147383906062	0.877637824314255	-0.9897188957977068	0.32231153644941013	1
Cep97	4.257105511908058	0.01349020724473166	0.6131879456444205	0.02200011813760353	0.9824478613013152	1
Cercam	4.705587904621302	-0.4275799495541251	0.6145729092368978	-0.6957351082803863	0.4865947345193701	1
Cerkl	2.1022735378642774	-0.14178581516448135	0.9384020071865464	-0.15109283023549153	0.8799024882147581	1
Cers5	19.3566128150042	4.7202225250364e-4	0.27058443463917103	0.00174445456603257	0.9986081273406804	1
Cers6	7.97395483026764	0.38642802655791736	0.4134081930811962	0.9347372234638326	0.3499237386472871	1
Cetn4	17.98164801234875	0.04997628630708527	0.2802451145985392	0.17833062452731077	0.8584633293736628	1
Cfap100	3.4450015026872545	-0.2595782797856842	0.7089544063175419	-0.36614241687838334	0.7142588076889436	1
Cfap126	4.03999776921354	0.4227684690049715	0.7396345688236328	0.5715910083507487	0.5675990884751423	1
Cfap206	0.9969908156928112	-1.6362869184852793	1.7828107198328027	-0.9178130354964072	0.35871675652905644	1
Cfap20dc	6.962440902428049	0.11416861245378077	0.45704558561904374	0.2497969919108736	0.8027443461280471	1
Cfap300	4.53259329493618	0.0765974130896832	0.5844118915505405	0.131067512822947	0.89572190043427935	1
Cfap45	2.892175848723546	-0.06830721406460279	0.8029072887735343	-0.08507484614935326	0.9322018876572656	1
Cfap46	1.1887901140498194	0.5470434408404985	1.368565689276161	0.3997202656233707	0.6893625639404022	1
Cfap52	1.1929832918076826	-0.08269208685864485	1.596161056196182	-0.05180685654347983	0.9586825921585208	1
Cfap61	1.1836075126070265	-1.016337874400552	1.467694621715716	-0.6924723027277065	0.48864077379724735	1
Cfap69	2.445249477036374	0.4319603666689056	0.8036812771149988	0.537477205167113	0.5909380263466679	1
Cfap74	19.871839784793114	-0.09093896435460044	0.2714318155348096	-0.3350342854076295	0.7375992232988171	1
Cfap97	8.248348190559113	0.24353822394698313	0.4097326301864746	0.5943832782762402	0.5522557900464405	1
Cfap97d2	1.55876615212551	-0.31684000621274155	1.2846469431183332	-0.2466358620241985	0.8051900478439021	1
Cfh	8.92577290794476	0.17956036433838732	0.41534048475234864	0.4323208811331074	0.6655082127892659	1
Cflar	16.75785219503488	-0.12374236626565274	0.3169782330525181	-0.39038127342059686	0.6962546332175741	1
Cfp	2.8958344197378203	-0.9890267191707408	0.8673152649079481	-1.140331271899971	0.2541483141503735	1
Cgn	1.258956888894513	-0.3425750558161516	1.275331825837293	-0.2686164093734907	0.7882248834135759	1
Cgnl1	7.709159008577548	-0.1074690726571127	0.46570899572433727	-0.23076443367807703	0.8174978133189774	1
Ch25h	1.2775062561550383	4.668606551709247	2.376318822051919	1.9646381236327408	0.04945613622475044	1
Chac1	7.837803192422307	0.1319151545637146	0.4318622233795508	0.305456572541605	0.7600184404828109	1
Chac2	8.876734828870703	0.03205220492847421	0.40529197167060355	0.07908423351283228	0.9369656240659728	1
Chaf1a	2.25469941739044	0.5588530176274442	0.8689751831704863	0.6431173507032151	0.5201479568697281	1
Champ1	19.728786297664257	0.0884240086280578	0.26428577694381755	0.33457725062085036	0.7379440081822732	1
Chchd4	14.438955308282353	-0.0698319082402262	0.3148082779403043	-0.2218236086328966	0.8244512002356684	1
Chchd5	13.10298059912269	-0.13958951399322578	0.33461769691165705	-0.4171611820939614	0.6765605161474175	1
Chd1	3.908779472983186	0.02720026940880729	0.6296921898393567	0.0431961359021246	0.9655451853188812	1
Chd1l	5.645016130373878	-0.11096121096014648	0.5230034828318523	-0.21216151441159897	0.831981030291616	1
Chd2	14.978233328031449	0.1305405734359913	0.3026559200305521	0.43131676863553065	0.6662380592671596	1
Chd6	12.437557151691244	-0.03741217925131753	0.3463282470522851	-0.1080252031699552	0.9139756999532436	1
Chd7	3.0750255879403574	-0.31109287880650166	0.7617655545292213	-0.40838401914715106	0.6829917641052516	1
Chdh	1.1830027311445024	0.2851701518776075	1.3187837526062245	0.21623723473544829	0.828802830927903	1
Chek2	1.0719110384461232	0.23088341071631815	1.4653169814587164	0.1575655053737757	0.8747991866884836	1
Chfr	16.59658116988946	-0.29156643001538707	0.30495801229040215	-0.956087127619842	0.3390282176193285	1
Chic1	5.4340823997672425	0.1813474974466611	0.5190050961006847	0.3494137125225461	0.7267787402033772	1
Chic2	4.80921650097171	0.30840218373442724	0.5517241729013044	0.558978922588545	0.5761761050384766	1
Chil1	13.40210891705201	-0.6800839511265068	0.35751967631100995	-1.9022280343946576	0.05714134929570465	1
Chl1	19.60414196835312	0.22347879481105612	0.26484290299077984	0.8438164371685514	0.3987719889010466	1
Chm	15.849830167427884	0.39921442508956906	0.33394833748732267	1.1954376778555575	0.23191607214127613	1
Chml	1.7949937515579208	0.5944479477423665	0.981694796156568	0.605532340672161	0.5448253428108754	1
Chmp1b	12.274152648039983	-0.07438861504254306	0.34181773316056413	-0.2176265530600779	0.8277200939649769	1
Chp2	3.1432797471591805	-0.9222136189066086	0.8066007355263397	-1.1433334713051393	0.25290016305312435	1
Chrdl1	14.551134846591737	-0.22963789633327733	0.35937664805132413	-0.6389894768579447	0.5228297776419473	1
Chrm2	2.0635320930579493	0.8964151563063664	0.8863111138880716	1.0114001079981614	0.3118249695106754	1
Chrna4	16.524355158199313	0.02152717200376192	0.31078326300032816	0.0692674753329274	0.9447767144584324	1
